#,Fecha del siniestro,Entidad Federativa,Municipio,Grupo de siniestro,Tipo de siniestro
3277,12-02-2019,Sinaloa,Urique,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3278,12-02-2019,Nuevo León,San Nicolás De Los Garza,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3279,13-02-2019,Yucatán,Mérida,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3280,13-02-2019,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3281,13-02-2019,Baja California,Mexicali,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3282,13-02-2019,Sonora,Cajeme,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3283,14-02-2019,Chiapas,Juárez,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3284,14-02-2019,Chihuahua,Juárez,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3285,14-02-2019,Sinaloa,Salvador Alvarado,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3286,14-02-2019,Querétaro,Pedro Escobedo,Grupo IV. Materiales o Residuos peligrosos,Fuga/Derrame
3287,15-02-2019,Querétaro,Querétaro,Grupo IV. Materiales o Residuos peligrosos,Fuga/Derrame
3288,15-02-2019,Sinaloa,Guasave,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3289,15-02-2019,Sinaloa,Navolato,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3290,15-02-2019,Chihuahua,Juárez,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3291,15-02-2019,Nuevo León,Monterrey,Grupo IV. Materiales o Residuos peligrosos,Fuga/Derrame
3292,16-02-2019,Nuevo León,Guadalupe,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3293,16-02-2019,Coahuila de Zaragoza,Torreón,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3294,16-02-2019,Sonora,Cajeme,"GRUPO II. Equipo ferroviario, infraestructura y operación",Choque
3295,16-02-2019,Tamaulipas,Victoria,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3296,16-02-2019,Nuevo León,San Nicolás De Los Garza,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3297,17-02-2019,San Luis Potosí,San Luis Potosí,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3298,17-02-2019,Nuevo León,Monterrey,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3299,17-02-2019,Querétaro,El Marqués,"Grupo III. Muerte, lesión y otros",Persona Arrollada
3300,17-02-2019,Nuevo León,San Nicolás De Los Garza,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3301,18-02-2019,Aguascalientes,Aguascalientes,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3302,18-02-2019,Tamaulipas,Tampico,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3303,18-02-2019,México,Teoloyucan,"Grupo III. Muerte, lesión y otros",Persona Arrollada
3304,18-02-2019,Coahuila de Zaragoza,Torreón,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3305,18-02-2019,México,Toluca,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3306,19-02-2019,Querétaro,Pedro Escobedo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3307,19-02-2019,Coahuila de Zaragoza,Saltillo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Vía en Mal Estado
3308,19-02-2019,Veracruz de Ignacio de la Llave,Jilotepec,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
3309,20-02-2019,San Luis Potosí,Tamasopo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3310,20-02-2019,San Luis Potosí,San Luis Potosí,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3311,20-02-2019,México,Cuautitlán Izcalli,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3312,20-02-2019,Guanajuato,Salvatierra,"Grupo III. Muerte, lesión y otros",Persona Arrollada
3313,21-02-2019,Querétaro,El Marqués,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3314,21-02-2019,Veracruz de Ignacio de la Llave,Veracruz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3315,21-02-2019,México,Tultitlán,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3316,21-02-2019,Querétaro,Querétaro,Grupo I. Cruces a Nivel,Impacto a Tren
3317,23-02-2019,México,Cuautitlán Izcalli,"GRUPO II. Equipo ferroviario, infraestructura y operación",Daño a Instalaciones
3318,23-02-2019,Michoacán de Ocampo,Morelia,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3319,24-02-2019,Michoacán de Ocampo,Múgica,"Grupo III. Muerte, lesión y otros",Persona Arrollada
3320,25-02-2019,Nuevo León,Monterrey,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3321,26-02-2019,Jalisco,Guadalajara,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3322,26-02-2019,Veracruz de Ignacio de la Llave,Isla,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3323,26-02-2019,Nuevo León,Apodaca,"Grupo III. Muerte, lesión y otros",Persona Arrollada
3324,26-02-2019,Querétaro,San Juan Del Río,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3325,28-02-2019,Tamaulipas,Río Bravo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3326,28-02-2019,Nuevo León,General Escobedo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3327,28-02-2019,Querétaro,San Juan Del Río,"Grupo III. Muerte, lesión y otros",Persona Arrollada
3328,01-02-2019,Tabasco,Emiliano Zapata,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3329,01-03-2019,Nuevo León,Santa Catarina,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3330,01-03-2019,Nuevo León,General Escobedo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3331,01-03-2019,México,Tultitlán,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3332,01-03-2019,Coahuila de Zaragoza,Torreón,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3333,02-03-2019,Nuevo León,Monterrey,"GRUPO II. Equipo ferroviario, infraestructura y operación",Desacoplamiento de Manguera de Aire
3334,02-03-2019,San Luis Potosí,San Luis Potosí,"Grupo III. Muerte, lesión y otros",Persona Arrollada
3335,02-03-2019,Hidalgo,Chapantongo,"Grupo III. Muerte, lesión y otros",Persona Arrollada
3336,02-03-2019,Nuevo León,San Nicolás De Los Garza,"GRUPO II. Equipo ferroviario, infraestructura y operación",Rozamiento
3337,02-03-2019,Nuevo León,Monterrey,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3338,02-03-2019,Tamaulipas,Nuevo Laredo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3339,03-03-2019,México,El Oro,"GRUPO II. Equipo ferroviario, infraestructura y operación",Deslave/ derrumbe
3340,03-03-2019,San Luis Potosí,Villa De Reyes,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3341,04-03-2019,Nuevo León,Monterrey,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3342,04-03-2019,Querétaro,Querétaro,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3343,04-03-2019,Nuevo León,Monterrey,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3344,04-03-2019,Nuevo León,San Nicolás De Los Garza,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3345,05-03-2019,Guanajuato,Celaya,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3346,05-03-2019,Michoacán de Ocampo,Contepec,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3347,05-03-2019,Puebla,Nopalucan,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3348,06-03-2019,Tamaulipas,Nuevo Laredo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3349,06-03-2019,Querétaro,Querétaro,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3350,06-03-2019,Ciudad de México,Azcapotzalco,"GRUPO II. Equipo ferroviario, infraestructura y operación",Daño a Instalaciones
3351,08-03-2019,Nuevo León,Monterrey,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3352,08-03-2019,Nuevo León,General Escobedo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3353,08-03-2019,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3354,08-03-2019,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Choque
3355,08-03-2019,Veracruz de Ignacio de la Llave,Tezonapa,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3356,08-03-2019,Tabasco,Macuspana,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3357,09-03-2019,Veracruz de Ignacio de la Llave,Las Choapas,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3358,10-03-2019,Veracruz de Ignacio de la Llave,Las Choapas,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3359,10-03-2019,Michoacán de Ocampo,Taretan,Grupo I. Cruces a Nivel,Impacto a Tren
3360,11-03-2019,Nuevo León,San Nicolás De Los Garza,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3361,11-03-2019,Tamaulipas,Ciudad Madero,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3362,12-03-2019,Yucatán,Tunkás,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3363,13-03-2019,Guanajuato,Comonfort,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3364,13-03-2019,Michoacán de Ocampo,Morelia,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3365,13-03-2019,Michoacán de Ocampo,Morelia,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
3366,14-03-2019,Sonora,Hermosillo,"Grupo III. Muerte, lesión y otros",Persona Arrollada
3367,14-03-2019,Coahuila de Zaragoza,Nava,"GRUPO II. Equipo ferroviario, infraestructura y operación",Choque
3368,14-03-2019,Yucatán,Mérida,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3369,15-03-2019,Nuevo León,San Nicolás De Los Garza,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3370,15-03-2019,Querétaro,Querétaro,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3371,15-03-2019,México,Ecatepec De Morelos,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3372,15-03-2019,Nuevo León,Monterrey,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3373,16-03-2019,Michoacán de Ocampo,Morelia,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3374,17-03-2019,Veracruz de Ignacio de la Llave,Veracruz,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3375,17-03-2019,Durango,Gómez Palacio,"Grupo III. Muerte, lesión y otros",Persona Arrollada
3376,17-03-2019,Chiapas,Palenque,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3377,17-03-2019,Tabasco,Tenosique,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3378,18-03-2019,Tabasco,Huimanguillo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3379,18-03-2019,San Luis Potosí,Soledad De Graciano Sánchez,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3380,18-03-2019,Nuevo León,Monterrey,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3381,18-03-2019,Nuevo León,General Escobedo,"Grupo III. Muerte, lesión y otros",Persona Arrollada
3382,19-03-2019,Coahuila de Zaragoza,Saltillo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Alcance
3383,20-03-2019,Veracruz de Ignacio de la Llave,Moloacán,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3384,20-03-2019,Michoacán de Ocampo,La Huacana,"GRUPO II. Equipo ferroviario, infraestructura y operación",Deslave/ derrumbe
3385,20-03-2019,Coahuila de Zaragoza,Saltillo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3386,21-03-2019,Michoacán de Ocampo,Taretan,"GRUPO II. Equipo ferroviario, infraestructura y operación",Incendio
3387,21-03-2019,Tamaulipas,Nuevo Laredo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3388,21-03-2019,Querétaro,El Marqués,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3389,22-03-2019,Chiapas,Juárez,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3390,22-03-2019,Oaxaca,San Juan Guichicovi,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3391,22-03-2019,Tamaulipas,Nuevo Laredo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3392,22-03-2019,Nuevo León,San Nicolás De Los Garza,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3393,23-03-2019,Guanajuato,Salvatierra,"Grupo III. Muerte, lesión y otros",Persona Arrollada
3394,23-03-2019,México,Toluca,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3395,24-03-2019,Tamaulipas,Río Bravo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3396,25-03-2019,Yucatán,Tunkás,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3397,25-03-2019,Aguascalientes,Pabellón De Arteaga ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3398,25-03-2019,Nuevo León,San Nicolás De Los Garza,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3399,25-03-2019,Guanajuato,San Miguel De Allende,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3400,25-03-2019,Querétaro,El Marqués,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3401,25-03-2019,Nuevo León,Mina,"Grupo III. Muerte, lesión y otros",Persona Arrollada
3402,26-03-2019,Ciudad de México,Azcapotzalco,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3403,26-03-2019,Nuevo León,Monterrey,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3404,26-03-2019,San Luis Potosí,Ahualulco,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
3405,27-03-2019,Tabasco,Huimanguillo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3406,27-03-2019,Guanajuato,San Felipe,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3407,28-03-2019,Nuevo León,Santa Catarina,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3408,28-03-2019,Nuevo León,Monterrey,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3409,29-03-2019,México,Otumba,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3410,29-03-2019,Sonora,Cajeme,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3411,29-03-2019,Nuevo León,General Escobedo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3412,29-03-2019,Querétaro,San Juan Del Río,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3413,29-03-2019,Tamaulipas,Nuevo Laredo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3414,30-03-2019,Guanajuato,Comonfort,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3415,30-03-2019,México,San Mateo Atenco,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3416,30-03-2019,Michoacán de Ocampo,Taretan,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3417,31-03-2019,Oaxaca,Acatlán De Pérez Figueroa,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3418,31-03-2019,México,Toluca,Grupo I. Cruces a Nivel,Impacto a Tren
3419,01-04-2019,Chiapas,Palenque,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3420,01-04-2019,Tabasco,Balancán,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3421,01-04-2019,Puebla,Acajete,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3422,01-04-2019,Guanajuato,Silao De La Victoria,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3423,01-04-2019,San Luis Potosí,Tamuín,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3424,02-04-2019,Tamaulipas,Reynosa,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3425,02-04-2019,Coahuila de Zaragoza,Ramos Arizpe,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3426,02-04-2019,Guanajuato,Silao De La Victoria,"Grupo III. Muerte, lesión y otros",Persona Arrollada
3427,03-04-2019,Tabasco,Huimanguillo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3428,04-04-2019,Campeche,Champotón,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3429,04-04-2019,Chihuahua,Camargo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
3430,04-04-2019,Nuevo León,General Escobedo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3431,04-04-2019,Michoacán de Ocampo,Lázaro Cárdenas,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3432,04-04-2019,México,Otumba,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3433,06-04-2019,México,Toluca,Grupo I. Cruces a Nivel,Impacto a Tren
3434,06-04-2019,Nuevo León,Salinas Victoria,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3435,07-04-2019,Hidalgo,Nopala De Villagrán,"Grupo III. Muerte, lesión y otros",Persona Arrollada
3436,09-04-2019,Nuevo León,Apodaca,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
3437,09-04-2019,Durango,Gómez Palacio,"Grupo III. Muerte, lesión y otros",Persona Arrollada
3438,10-04-2019,Yucatán,Umán,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3439,10-04-2019,San Luis Potosí,San Luis Potosí,"GRUPO II. Equipo ferroviario, infraestructura y operación",Rozamiento
3440,11-04-2019,Nuevo León,García,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
3441,11-04-2019,México,Huehuetoca,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
3442,11-04-2019,Querétaro,San Juan Del Río,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3443,12-04-2019,Tamaulipas,Reynosa,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3444,12-04-2019,Tamaulipas,Tampico,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3445,13-04-2019,Chihuahua,Juárez,"Grupo III. Muerte, lesión y otros",Persona Arrollada
3446,13-04-2019,México,Tlalnepantla De Baz,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3447,13-04-2019,Guanajuato,Silao De La Victoria,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3448,13-04-2019,México,Acolman,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3449,13-04-2019,Nuevo León,Guadalupe,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3450,13-04-2019,Tamaulipas,Ciudad Madero,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3451,14-04-2019,México,Teoloyucan,"Grupo III. Muerte, lesión y otros",Persona Arrollada
3452,15-04-2019,México,Axapusco,"GRUPO II. Equipo ferroviario, infraestructura y operación",Vía en Mal Estado
3453,15-04-2019,Jalisco,Zapopan,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
3454,16-04-2019,Veracruz de Ignacio de la Llave,Veracruz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Alcance
3455,16-04-2019,Guanajuato,Salamanca,"Grupo III. Muerte, lesión y otros",Persona Arrollada
3456,16-04-2019,México,Ecatepec De Morelos,"Grupo III. Muerte, lesión y otros",Persona Arrollada
3457,17-04-2019,México,Toluca,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3458,17-04-2019,Nuevo León,San Nicolás De Los Garza,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3459,17-04-2019,Nuevo León,General Escobedo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
3460,17-04-2019,Campeche,Candelaria,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
